flag,start,end,n_samples,duration_minutes,max_intra_event_gap_minutes,continuity_gap_definition_minutes,continuity_gap_minutes
WTI,2020-02-02 08:00:00,2020-02-02 11:49:00,18,229.0,15.0,15.0,15.0
WTI,2020-02-02 12:15:00,2020-02-02 12:45:00,3,30.0,15.0,15.0,15.0
WTI,2020-02-02 13:15:00,2020-02-02 13:15:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-02 13:45:00,2020-02-02 13:45:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-03 17:30:00,2020-02-03 23:30:00,25,360.0,15.0,15.0,15.0
WTI,2020-02-04 00:00:00,2020-02-04 01:45:00,8,105.0,15.0,15.0,15.0
WTI,2020-02-04 02:15:00,2020-02-04 07:00:00,20,285.0,15.0,15.0,15.0
WTI,2020-02-04 07:45:00,2020-02-04 12:05:00,20,260.0,15.0,15.0,15.0
WTI,2020-02-04 12:30:00,2020-02-04 12:45:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-04 13:15:00,2020-02-04 15:00:00,8,105.0,15.0,15.0,15.0
WTI,2020-02-04 15:30:00,2020-02-04 15:45:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-04 16:02:00,2020-02-05 08:45:00,70,1003.0,15.0,15.0,15.0
WTI,2020-02-05 09:15:00,2020-02-05 11:00:00,9,105.0,15.0,15.0,15.0
WTI,2020-02-05 15:45:00,2020-02-05 16:00:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-05 16:30:00,2020-02-05 16:45:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-05 17:00:00,2020-02-05 17:15:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-05 17:45:00,2020-02-05 19:15:00,7,90.0,15.0,15.0,15.0
WTI,2020-02-05 19:45:00,2020-02-05 20:00:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-05 20:30:00,2020-02-05 23:45:00,14,195.0,15.0,15.0,15.0
WTI,2020-02-06 00:15:00,2020-02-06 00:45:00,3,30.0,15.0,15.0,15.0
WTI,2020-02-06 01:15:00,2020-02-06 02:30:00,6,75.0,15.0,15.0,15.0
WTI,2020-02-06 03:00:00,2020-02-06 04:45:00,8,105.0,15.0,15.0,15.0
WTI,2020-02-06 05:15:00,2020-02-06 09:15:00,17,240.0,15.0,15.0,15.0
WTI,2020-02-06 09:45:00,2020-02-06 12:45:00,15,180.0,15.0,15.0,15.0
WTI,2020-02-06 14:15:00,2020-02-06 15:00:00,4,45.0,15.0,15.0,15.0
WTI,2020-02-06 16:00:00,2020-02-06 16:15:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-06 16:45:00,2020-02-06 22:30:00,25,345.0,15.0,15.0,15.0
WTI,2020-02-06 23:00:00,2020-02-06 23:00:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-06 23:30:00,2020-02-07 04:30:00,21,300.0,15.0,15.0,15.0
WTI,2020-02-07 05:00:00,2020-02-07 07:45:00,12,165.0,15.0,15.0,15.0
WTI,2020-02-07 08:15:00,2020-02-07 10:30:00,10,135.0,15.0,15.0,15.0
WTI,2020-02-07 10:45:00,2020-02-07 12:45:00,9,120.0,15.0,15.0,15.0
WTI,2020-02-07 13:15:00,2020-02-07 19:15:00,27,360.0,15.0,15.0,15.0
WTI,2020-02-07 19:45:00,2020-02-07 22:30:00,12,165.0,15.0,15.0,15.0
WTI,2020-02-07 23:00:00,2020-02-08 04:45:00,24,345.0,15.0,15.0,15.0
WTI,2020-02-08 05:15:00,2020-02-08 10:00:00,20,285.0,15.0,15.0,15.0
WTI,2020-02-08 10:30:00,2020-02-08 11:05:00,5,35.0,14.0,15.0,15.0
WTI,2020-02-08 11:27:00,2020-02-08 11:27:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-08 11:47:00,2020-02-08 12:15:00,6,28.0,15.0,15.0,15.0
WTI,2020-02-08 13:00:00,2020-02-08 13:00:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-08 13:25:00,2020-02-08 14:30:00,8,65.0,15.0,15.0,15.0
WTI,2020-02-08 15:00:00,2020-02-09 09:45:00,76,1125.0,15.0,15.0,15.0
WTI,2020-02-09 10:15:00,2020-02-09 11:08:00,5,53.0,15.0,15.0,15.0
WTI,2020-02-09 11:30:00,2020-02-09 13:00:00,7,90.0,15.0,15.0,15.0
WTI,2020-02-09 13:30:00,2020-02-09 14:45:00,6,75.0,15.0,15.0,15.0
WTI,2020-02-09 15:15:00,2020-02-09 17:00:00,8,105.0,15.0,15.0,15.0
WTI,2020-02-09 17:17:00,2020-02-09 23:45:00,28,388.0,15.0,15.0,15.0
WTI,2020-02-10 00:15:00,2020-02-10 00:15:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-12 17:54:00,2020-02-12 18:00:00,2,6.0,6.0,15.0,15.0
WTI,2020-02-12 18:30:00,2020-02-13 11:30:00,72,1020.0,15.0,15.0,15.0
WTI,2020-02-13 12:15:00,2020-02-13 12:15:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-13 12:45:00,2020-02-13 13:00:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-13 14:15:00,2020-02-13 14:15:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-13 14:45:00,2020-02-13 16:15:00,7,90.0,15.0,15.0,15.0
WTI,2020-02-13 17:11:00,2020-02-14 12:45:00,83,1174.0,15.0,15.0,15.0
WTI,2020-02-14 13:15:00,2020-02-14 15:00:00,8,105.0,15.0,15.0,15.0
WTI,2020-02-14 15:30:00,2020-02-14 17:30:00,10,120.0,15.0,15.0,15.0
WTI,2020-02-14 18:00:00,2020-02-14 19:45:00,8,105.0,15.0,15.0,15.0
WTI,2020-02-14 20:15:00,2020-02-15 07:15:00,45,660.0,15.0,15.0,15.0
WTI,2020-02-15 07:45:00,2020-02-15 08:30:00,4,45.0,15.0,15.0,15.0
WTI,2020-02-15 09:00:00,2020-02-15 09:45:00,4,45.0,15.0,15.0,15.0
WTI,2020-02-15 10:15:00,2020-02-15 11:15:00,6,60.0,15.0,15.0,15.0
WTI,2020-02-15 11:30:00,2020-02-15 14:15:00,12,165.0,15.0,15.0,15.0
WTI,2020-02-15 14:45:00,2020-02-15 16:30:00,8,105.0,15.0,15.0,15.0
WTI,2020-02-15 17:00:00,2020-02-15 17:45:00,4,45.0,15.0,15.0,15.0
WTI,2020-02-15 18:01:00,2020-02-15 18:01:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-15 18:52:00,2020-02-16 10:15:00,64,923.0,15.0,15.0,15.0
WTI,2020-02-16 10:33:00,2020-02-16 10:33:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-16 11:00:00,2020-02-16 13:30:00,12,150.0,15.0,15.0,15.0
WTI,2020-02-16 14:00:00,2020-02-16 14:00:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-16 14:15:00,2020-02-16 15:00:00,4,45.0,15.0,15.0,15.0
WTI,2020-02-16 15:30:00,2020-02-16 17:30:00,9,120.0,15.0,15.0,15.0
WTI,2020-02-16 17:54:00,2020-02-16 20:15:00,11,141.0,15.0,15.0,15.0
WTI,2020-02-16 20:45:00,2020-02-17 06:30:00,40,585.0,15.0,15.0,15.0
WTI,2020-02-17 07:00:00,2020-02-17 10:45:00,16,225.0,15.0,15.0,15.0
WTI,2020-02-17 11:15:00,2020-02-17 11:45:00,3,30.0,15.0,15.0,15.0
WTI,2020-02-17 12:15:00,2020-02-17 13:30:00,6,75.0,15.0,15.0,15.0
WTI,2020-02-17 14:00:00,2020-02-17 14:15:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-17 14:45:00,2020-02-17 15:30:00,4,45.0,15.0,15.0,15.0
WTI,2020-02-17 16:00:00,2020-02-17 16:45:00,4,45.0,15.0,15.0,15.0
WTI,2020-02-17 17:15:00,2020-02-17 17:30:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-17 17:51:00,2020-02-17 17:59:00,2,8.0,8.0,15.0,15.0
WTI,2020-02-17 18:15:00,2020-02-18 09:15:00,61,900.0,15.0,15.0,15.0
WTI,2020-02-18 09:50:00,2020-02-18 14:30:00,20,280.0,15.0,15.0,15.0
WTI,2020-02-18 15:00:00,2020-02-18 15:15:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-18 15:45:00,2020-02-18 18:30:00,12,165.0,15.0,15.0,15.0
WTI,2020-02-18 18:58:00,2020-02-19 12:30:00,73,1052.0,15.0,15.0,15.0
WTI,2020-02-19 13:00:00,2020-02-19 13:30:00,3,30.0,15.0,15.0,15.0
WTI,2020-02-19 14:00:00,2020-02-19 16:45:00,12,165.0,15.0,15.0,15.0
WTI,2020-02-19 17:10:00,2020-02-19 18:15:00,6,65.0,15.0,15.0,15.0
WTI,2020-02-19 18:41:00,2020-02-19 19:15:00,4,34.0,15.0,15.0,15.0
WTI,2020-02-19 19:30:00,2020-02-20 00:15:00,20,285.0,15.0,15.0,15.0
WTI,2020-02-20 00:45:00,2020-02-20 03:15:00,11,150.0,15.0,15.0,15.0
WTI,2020-02-20 03:45:00,2020-02-20 06:30:00,12,165.0,15.0,15.0,15.0
WTI,2020-02-20 07:00:00,2020-02-20 09:00:00,9,120.0,15.0,15.0,15.0
WTI,2020-02-20 09:36:00,2020-02-20 18:45:00,40,549.0,15.0,15.0,15.0
WTI,2020-02-20 19:06:00,2020-02-20 22:00:00,15,174.0,15.0,15.0,15.0
WTI,2020-02-20 22:16:00,2020-02-21 11:00:00,53,764.0,15.0,15.0,15.0
WTI,2020-02-21 11:30:00,2020-02-21 14:00:00,12,150.0,15.0,15.0,15.0
WTI,2020-02-21 14:30:00,2020-02-21 19:41:00,22,311.0,15.0,15.0,15.0
WTI,2020-02-21 20:08:00,2020-02-22 13:30:00,72,1042.0,15.0,15.0,15.0
WTI,2020-02-22 14:00:00,2020-02-22 14:15:00,2,15.0,15.0,15.0,15.0
WTI,2020-02-22 14:45:00,2020-02-22 20:00:00,22,315.0,15.0,15.0,15.0
WTI,2020-02-22 20:18:00,2020-02-23 06:30:00,42,612.0,15.0,15.0,15.0
WTI,2020-02-23 06:52:00,2020-02-23 06:52:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-27 11:30:00,2020-02-27 13:30:00,9,120.0,15.0,15.0,15.0
WTI,2020-02-27 14:15:00,2020-02-27 14:15:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-27 15:00:00,2020-02-27 15:45:00,4,45.0,15.0,15.0,15.0
WTI,2020-02-27 16:15:00,2020-02-28 10:00:00,75,1065.0,15.0,15.0,15.0
WTI,2020-02-28 10:30:00,2020-02-28 12:30:00,9,120.0,15.0,15.0,15.0
WTI,2020-02-28 12:49:00,2020-02-28 14:00:00,6,71.0,15.0,15.0,15.0
WTI,2020-02-28 14:30:00,2020-02-28 15:45:00,6,75.0,15.0,15.0,15.0
WTI,2020-02-28 16:15:00,2020-02-28 19:00:00,12,165.0,15.0,15.0,15.0
WTI,2020-02-28 19:22:00,2020-02-29 14:00:00,78,1118.0,15.0,15.0,15.0
WTI,2020-02-29 14:30:00,2020-02-29 14:30:00,1,0.0,0.0,15.0,15.0
WTI,2020-02-29 15:00:00,2020-02-29 17:15:00,11,135.0,15.0,15.0,15.0
WTI,2020-02-29 17:45:00,2020-02-29 19:45:00,9,120.0,15.0,15.0,15.0
WTI,2020-02-29 20:02:00,2020-02-29 23:45:00,16,223.0,15.0,15.0,15.0
WTI,2020-03-01 00:15:00,2020-03-01 17:00:00,69,1005.0,15.0,15.0,15.0
WTI,2020-03-01 18:05:00,2020-03-01 21:15:00,16,190.0,15.0,15.0,15.0
WTI,2020-03-01 21:38:00,2020-03-02 03:15:00,24,337.0,15.0,15.0,15.0
WTI,2020-03-02 03:36:00,2020-03-02 12:01:00,38,505.0,15.0,15.0,15.0
WTI,2020-03-02 12:30:00,2020-03-02 19:15:00,28,405.0,15.0,15.0,15.0
WTI,2020-03-02 19:45:00,2020-03-02 21:15:00,7,90.0,15.0,15.0,15.0
WTI,2020-03-02 21:37:00,2020-03-02 23:15:00,9,98.0,15.0,15.0,15.0
WTI,2020-03-02 23:34:00,2020-03-03 12:45:00,57,791.0,15.0,15.0,15.0
WTI,2020-03-03 13:04:00,2020-03-03 13:30:00,3,26.0,15.0,15.0,15.0
WTI,2020-03-03 14:00:00,2020-03-03 14:15:00,2,15.0,15.0,15.0,15.0
WTI,2020-03-03 14:45:00,2020-03-03 14:45:00,1,0.0,0.0,15.0,15.0
WTI,2020-03-03 15:45:00,2020-03-03 16:45:00,5,60.0,15.0,15.0,15.0
WTI,2020-03-03 17:00:00,2020-03-03 22:07:00,25,307.0,15.0,15.0,15.0
WTI,2020-03-03 22:23:00,2020-03-03 22:24:00,2,1.0,1.0,15.0,15.0
WTI,2020-03-03 22:44:00,2020-03-03 23:09:00,4,25.0,13.0,15.0,15.0
WTI,2020-03-03 23:41:00,2020-03-04 10:00:00,44,619.0,15.0,15.0,15.0
WTI,2020-03-04 10:30:00,2020-03-04 13:45:00,14,195.0,15.0,15.0,15.0
WTI,2020-03-04 14:15:00,2020-03-04 23:38:00,39,563.0,15.0,15.0,15.0
WTI,2020-03-04 23:57:00,2020-03-05 07:45:00,33,468.0,15.0,15.0,15.0
WTI,2020-03-05 08:15:00,2020-03-05 08:30:00,2,15.0,15.0,15.0,15.0
WTI,2020-03-05 08:46:00,2020-03-05 12:00:00,14,194.0,15.0,15.0,15.0
WTI,2020-03-05 12:30:00,2020-03-05 13:45:00,6,75.0,15.0,15.0,15.0
WTI,2020-03-05 14:15:00,2020-03-05 23:48:00,40,573.0,15.0,15.0,15.0
WTI,2020-03-06 00:05:00,2020-03-06 15:45:00,71,940.0,15.0,15.0,15.0
WTI,2020-03-06 16:02:00,2020-03-06 21:00:00,24,298.0,15.0,15.0,15.0
WTI,2020-03-06 21:18:00,2020-03-07 00:15:00,13,177.0,15.0,15.0,15.0
WTI,2020-03-21 14:40:00,2020-03-21 18:15:00,16,215.0,15.0,15.0,15.0
WTI,2020-03-21 18:37:00,2020-03-21 18:37:00,1,0.0,0.0,15.0,15.0
WTI,2020-03-23 17:00:00,2020-03-23 20:00:00,13,180.0,15.0,15.0,15.0
WTI,2020-03-23 20:16:00,2020-03-23 23:02:00,13,166.0,15.0,15.0,15.0
WTI,2020-03-23 23:40:00,2020-03-24 07:30:00,34,470.0,15.0,15.0,15.0
WTI,2020-03-24 07:46:00,2020-03-25 07:15:00,100,1409.0,15.0,15.0,15.0
WTI,2020-03-25 07:31:00,2020-03-26 00:30:00,70,1019.0,15.0,15.0,15.0
WTI,2020-03-26 01:00:00,2020-03-26 01:24:00,6,24.0,13.0,15.0,15.0
WTI,2020-03-26 01:45:00,2020-03-27 03:30:00,109,1545.0,15.0,15.0,15.0
WTI,2020-03-27 04:44:00,2020-03-27 04:44:00,1,0.0,0.0,15.0,15.0
WTI,2020-03-27 05:00:00,2020-03-27 06:30:00,8,90.0,15.0,15.0,15.0
WTI,2020-03-27 06:49:00,2020-03-27 14:15:00,32,446.0,15.0,15.0,15.0
WTI,2020-03-27 14:45:00,2020-03-28 04:15:00,55,810.0,15.0,15.0,15.0
WTI,2020-03-28 04:41:00,2020-03-28 06:45:00,10,124.0,15.0,15.0,15.0
WTI,2020-03-28 07:02:00,2020-03-30 02:15:00,178,2593.0,15.0,15.0,15.0
WTI,2020-03-30 02:46:00,2020-03-31 01:15:00,92,1349.0,15.0,15.0,15.0
WTI,2020-03-31 01:35:00,2020-03-31 07:00:00,24,325.0,15.0,15.0,15.0
WTI,2020-03-31 07:18:00,2020-03-31 23:45:00,67,987.0,15.0,15.0,15.0
WTI,2020-04-01 00:15:00,2020-04-01 02:06:00,11,111.0,15.0,15.0,15.0
WTI,2020-04-01 02:26:00,2020-04-02 21:30:00,174,2584.0,15.0,15.0,15.0
WTI,2020-04-02 21:46:00,2020-04-03 01:00:00,15,194.0,15.0,15.0,15.0
WTI,2020-04-03 01:28:00,2020-04-03 02:00:00,6,32.0,15.0,15.0,15.0
WTI,2020-04-03 02:26:00,2020-04-03 03:13:00,12,47.0,10.0,15.0,15.0
WTI,2020-04-03 03:57:00,2020-04-03 05:30:00,9,93.0,15.0,15.0,15.0
WTI,2020-04-03 06:07:00,2020-04-03 16:30:00,44,623.0,15.0,15.0,15.0
WTI,2020-04-03 20:23:00,2020-04-03 20:30:00,2,7.0,7.0,15.0,15.0
WTI,2020-04-03 22:04:00,2020-04-03 22:15:00,2,11.0,11.0,15.0,15.0
WTI,2020-04-03 22:32:00,2020-04-03 22:53:00,5,21.0,8.0,15.0,15.0
WTI,2020-04-04 01:30:00,2020-04-04 05:45:00,18,255.0,15.0,15.0,15.0
WTI,2020-04-04 06:02:00,2020-04-04 06:45:00,6,43.0,15.0,15.0,15.0
WTI,2020-04-04 07:10:00,2020-04-04 08:00:00,5,50.0,15.0,15.0,15.0
WTI,2020-04-04 08:16:00,2020-04-04 14:59:00,29,403.0,15.0,15.0,15.0
WTI,2020-04-04 15:15:00,2020-04-05 06:00:00,60,885.0,15.0,15.0,15.0
WTI,2020-04-05 06:16:00,2020-04-05 13:36:00,31,440.0,15.0,15.0,15.0
WTI,2020-04-05 14:00:00,2020-04-06 00:15:00,44,615.0,15.0,15.0,15.0
WTI,2020-04-06 00:50:00,2020-04-06 01:47:00,12,57.0,10.0,15.0,15.0
WTI,2020-04-06 03:36:00,2020-04-06 03:49:00,6,13.0,8.0,15.0,15.0
WTI,2020-04-06 04:13:00,2020-04-06 04:38:00,6,25.0,8.0,15.0,15.0
WTI,2020-04-06 04:57:00,2020-04-06 12:45:00,33,468.0,15.0,15.0,15.0
WTI,2020-04-06 13:01:00,2020-04-08 09:00:00,178,2639.0,15.0,15.0,15.0
WTI,2020-04-08 09:17:00,2020-04-08 13:30:00,18,253.0,15.0,15.0,15.0
WTI,2020-04-08 17:45:00,2020-04-11 20:45:00,301,4500.0,15.0,15.0,15.0
WTI,2020-04-11 21:40:00,2020-04-11 22:15:00,4,35.0,15.0,15.0,15.0
WTI,2020-04-11 22:36:00,2020-04-12 07:15:00,37,519.0,15.0,15.0,15.0
WTI,2020-04-12 07:39:00,2020-04-12 08:30:00,5,51.0,15.0,15.0,15.0
WTI,2020-04-12 08:50:00,2020-04-12 10:15:00,8,85.0,15.0,15.0,15.0
WTI,2020-04-12 10:32:00,2020-04-12 19:30:00,42,538.0,15.0,15.0,15.0
WTI,2020-04-12 19:55:00,2020-04-13 00:17:00,24,262.0,15.0,15.0,15.0
WTI,2020-04-13 00:44:00,2020-04-13 00:44:00,1,0.0,0.0,15.0,15.0
WTI,2020-04-13 01:00:00,2020-04-13 16:45:00,68,945.0,15.0,15.0,15.0
WTI,2020-04-13 17:01:00,2020-04-14 00:30:00,31,449.0,15.0,15.0,15.0
