policy,filter_type,threshold,gap_policy,seed,events_detected_of_10,detection_rate,events_detected_in_zone_of_10,mean_lead_time_min,median_lead_time_min,false_alarm_episodes,false_alarm_rate_per_day,total_flagged_rows,data_anomaly_rows,normal_days
P2_first,F3_combined,rate>2;OTI>54,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>60,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>70,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>80,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>90,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>100,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>150,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>200,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>236,continue,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>3;OTI>45,continue,,10,1.0,10,15.4,3.0,73,0.249466,407,0,292.625
P2_first,F3_combined,rate>3;OTI>48,continue,,10,1.0,10,9.5,0.0,47,0.160615,197,0,292.625
P2_first,F3_combined,rate>3;OTI>50,continue,,10,1.0,10,6.4,0.0,22,0.075182,102,0,292.625
P2_first,F3_combined,rate>3;OTI>52,continue,,10,1.0,10,0.7,0.0,9,0.030756,69,0,292.625
P2_first,F3_combined,rate>3;OTI>54,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>60,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>70,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>80,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>90,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>100,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>150,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>200,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>236,continue,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>5;OTI>45,continue,,10,1.0,10,15.4,3.0,71,0.242631,405,0,292.625
P2_first,F3_combined,rate>5;OTI>48,continue,,10,1.0,10,9.5,0.0,45,0.15378,195,0,292.625
P2_first,F3_combined,rate>5;OTI>50,continue,,10,1.0,10,6.4,0.0,20,0.068347,99,0,292.625
P2_first,F3_combined,rate>5;OTI>52,continue,,10,1.0,10,0.7,0.0,7,0.023921,66,0,292.625
P2_first,F3_combined,rate>5;OTI>54,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>60,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>70,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>80,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>90,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>100,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>150,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>200,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>236,continue,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>10;OTI>45,continue,,10,1.0,10,15.4,3.0,70,0.239214,403,0,292.625
P2_first,F3_combined,rate>10;OTI>48,continue,,10,1.0,10,9.5,0.0,44,0.150363,193,0,292.625
P2_first,F3_combined,rate>10;OTI>50,continue,,10,1.0,10,6.4,0.0,19,0.06493,97,0,292.625
P2_first,F3_combined,rate>10;OTI>52,continue,,10,1.0,10,0.7,0.0,6,0.020504,64,0,292.625
P2_first,F3_combined,rate>10;OTI>54,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>60,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>70,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>80,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>90,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>100,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>150,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>200,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>236,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>15;OTI>45,continue,,10,1.0,10,15.4,3.0,70,0.239214,399,0,292.625
P2_first,F3_combined,rate>15;OTI>48,continue,,10,1.0,10,9.5,0.0,44,0.150363,188,0,292.625
P2_first,F3_combined,rate>15;OTI>50,continue,,10,1.0,10,6.4,0.0,19,0.06493,91,0,292.625
P2_first,F3_combined,rate>15;OTI>52,continue,,10,1.0,10,0.7,0.0,6,0.020504,58,0,292.625
P2_first,F3_combined,rate>15;OTI>54,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>60,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>70,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>80,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>90,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>100,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>150,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>200,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>236,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>45,continue,,10,1.0,10,15.4,3.0,70,0.239214,399,0,292.625
P2_first,F3_combined,rate>20;OTI>48,continue,,10,1.0,10,9.5,0.0,44,0.150363,188,0,292.625
P2_first,F3_combined,rate>20;OTI>50,continue,,10,1.0,10,6.4,0.0,19,0.06493,91,0,292.625
P2_first,F3_combined,rate>20;OTI>52,continue,,10,1.0,10,0.7,0.0,6,0.020504,58,0,292.625
P2_first,F3_combined,rate>20;OTI>54,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>60,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>70,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>80,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>90,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>100,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>150,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>200,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>236,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,B1_trivial,OTI>=236,not_applicable,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,B3_percentile,>p95,not_applicable,,10,1.0,10,24.0,14.5,136,0.464759,944,0,292.625
P2_first,B3_percentile,>p99,not_applicable,,10,1.0,10,9.5,0.0,41,0.140111,184,0,292.625
P2_first,B3_percentile,>p99.5,not_applicable,,10,1.0,10,6.4,0.0,16,0.054677,87,0,292.625
P2_first,B3_percentile,>p99.9,not_applicable,,5,0.5,7,0.0,0.0,0,0.0,17,0,292.625
P2_first,B2_random,p=1e-05,not_applicable,42.0,0,0.0,0,,,1,0.003417,1,0,292.625
P2_first,B2_random,p=1e-05,not_applicable,43.0,0,0.0,0,,,0,0.0,0,0,292.625
P2_first,B2_random,p=1e-05,not_applicable,44.0,0,0.0,0,,,1,0.003417,1,0,292.625
P2_first,B2_random,p=0.0001,not_applicable,42.0,0,0.0,0,,,5,0.017087,5,0,292.625
P2_first,B2_random,p=0.0001,not_applicable,43.0,0,0.0,0,,,0,0.0,0,0,292.625
P2_first,B2_random,p=0.0001,not_applicable,44.0,0,0.0,0,,,4,0.013669,4,0,292.625
P2_first,B2_random,p=0.0005,not_applicable,42.0,0,0.0,1,,,11,0.037591,12,0,292.625
P2_first,B2_random,p=0.0005,not_applicable,43.0,0,0.0,0,,,5,0.017087,5,0,292.625
P2_first,B2_random,p=0.0005,not_applicable,44.0,0,0.0,0,,,11,0.037591,11,0,292.625
P2_first,B2_random,p=0.001,not_applicable,42.0,0,0.0,1,,,27,0.092268,28,0,292.625
P2_first,B2_random,p=0.001,not_applicable,43.0,0,0.0,0,,,13,0.044425,13,0,292.625
P2_first,B2_random,p=0.001,not_applicable,44.0,0,0.0,0,,,18,0.061512,18,0,292.625
P2_first,B2_random,p=0.005,not_applicable,42.0,0,0.0,1,,,85,0.290474,86,0,292.625
P2_first,B2_random,p=0.005,not_applicable,43.0,0,0.0,0,,,83,0.283639,84,0,292.625
P2_first,B2_random,p=0.005,not_applicable,44.0,0,0.0,1,,,100,0.341734,102,0,292.625
P2_first,B2_random,p=0.01,not_applicable,42.0,0,0.0,1,,,191,0.652713,193,0,292.625
P2_first,B2_random,p=0.01,not_applicable,43.0,1,0.1,2,0.0,0.0,165,0.563862,168,0,292.625
P2_first,B2_random,p=0.01,not_applicable,44.0,0,0.0,1,,,199,0.680051,201,0,292.625
P2_first,B2_random,p=0.05,not_applicable,42.0,2,0.2,4,17.5,17.5,876,2.993592,916,0,292.625
P2_first,B2_random,p=0.05,not_applicable,43.0,3,0.3,4,11.0,0.0,896,3.061939,946,0,292.625
P2_first,B2_random,p=0.05,not_applicable,44.0,4,0.4,4,14.0,9.5,914,3.123452,972,0,292.625
P3_last,F1_rate,rate>0.5,reset,,10,1.0,10,0.3,0.0,96,0.328065,136,0,292.625
P3_last,F1_rate,rate>1,reset,,10,1.0,10,0.0,0.0,27,0.092268,51,0,292.625
P3_last,F1_rate,rate>2,reset,,10,1.0,10,0.0,0.0,13,0.044425,34,0,292.625
P3_last,F1_rate,rate>3,reset,,10,1.0,10,0.0,0.0,6,0.020504,27,0,292.625
P3_last,F1_rate,rate>5,reset,,10,1.0,10,0.0,0.0,3,0.010252,22,0,292.625
P3_last,F1_rate,rate>10,reset,,10,1.0,10,0.0,0.0,2,0.006835,20,0,292.625
P3_last,F1_rate,rate>15,reset,,8,0.8,8,0.0,0.0,2,0.006835,12,0,292.625
P3_last,F1_rate,rate>20,reset,,8,0.8,8,0.0,0.0,2,0.006835,12,0,292.625
P3_last,F2_range,OTI>45,reset,,10,1.0,10,15.4,3.0,66,0.225545,394,0,292.625
P3_last,F2_range,OTI>48,reset,,10,1.0,10,9.5,0.0,41,0.140111,184,0,292.625
P3_last,F2_range,OTI>50,reset,,10,1.0,10,6.4,0.0,16,0.054677,87,0,292.625
P3_last,F2_range,OTI>52,reset,,10,1.0,10,1.2,0.0,3,0.010252,55,0,292.625
P3_last,F2_range,OTI>54,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>60,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>70,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>80,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>90,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>100,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>150,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>200,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>236,reset,,9,0.9,10,0.0,0.0,0,0.0,46,0,292.625
P3_last,F4_jump,|dOTI|>5,reset,,10,1.0,10,0.0,0.0,32,0.109355,55,0,292.625
P3_last,F4_jump,|dOTI|>10,reset,,10,1.0,10,0.0,0.0,7,0.023921,29,0,292.625
P3_last,F4_jump,|dOTI|>20,reset,,10,1.0,10,0.0,0.0,7,0.023921,28,0,292.625
P3_last,F4_jump,|dOTI|>30,reset,,10,1.0,10,0.0,0.0,1,0.003417,21,0,292.625
P3_last,F4_jump,|dOTI|>50,reset,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P3_last,F4_jump,|dOTI|>100,reset,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P3_last,F4_jump,|dOTI|>150,reset,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P3_last,F3_combined,rate>0.5;OTI>45,reset,,10,1.0,10,15.4,3.0,160,0.546775,511,0,292.625
P3_last,F3_combined,rate>0.5;OTI>48,reset,,10,1.0,10,9.5,0.0,136,0.464759,305,0,292.625
P3_last,F3_combined,rate>0.5;OTI>50,reset,,10,1.0,10,6.7,0.0,112,0.382742,211,0,292.625
P3_last,F3_combined,rate>0.5;OTI>52,reset,,10,1.0,10,1.5,0.0,99,0.338317,179,0,292.625
P3_last,F3_combined,rate>0.5;OTI>54,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>0.5;OTI>60,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>0.5;OTI>70,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>0.5;OTI>80,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>0.5;OTI>90,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>0.5;OTI>100,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>0.5;OTI>150,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>0.5;OTI>200,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>0.5;OTI>236,reset,,10,1.0,10,0.3,0.0,96,0.328065,172,0,292.625
P3_last,F3_combined,rate>1;OTI>45,reset,,10,1.0,10,15.4,3.0,91,0.310978,427,0,292.625
P3_last,F3_combined,rate>1;OTI>48,reset,,10,1.0,10,9.5,0.0,67,0.228962,221,0,292.625
P3_last,F3_combined,rate>1;OTI>50,reset,,10,1.0,10,6.4,0.0,43,0.146946,126,0,292.625
P3_last,F3_combined,rate>1;OTI>52,reset,,10,1.0,10,1.2,0.0,30,0.10252,94,0,292.625
P3_last,F3_combined,rate>1;OTI>54,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>1;OTI>60,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>1;OTI>70,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>1;OTI>80,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>1;OTI>90,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>1;OTI>100,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>1;OTI>150,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>1;OTI>200,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>1;OTI>236,reset,,10,1.0,10,0.0,0.0,27,0.092268,87,0,292.625
P3_last,F3_combined,rate>2;OTI>45,reset,,10,1.0,10,15.4,3.0,79,0.26997,413,0,292.625
P3_last,F3_combined,rate>2;OTI>48,reset,,10,1.0,10,9.5,0.0,54,0.184537,204,0,292.625
P3_last,F3_combined,rate>2;OTI>50,reset,,10,1.0,10,6.4,0.0,29,0.099103,109,0,292.625
P3_last,F3_combined,rate>2;OTI>52,reset,,10,1.0,10,1.2,0.0,16,0.054677,77,0,292.625
P3_last,F3_combined,rate>2;OTI>54,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>2;OTI>60,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>2;OTI>70,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>2;OTI>80,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>2;OTI>90,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>2;OTI>100,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>2;OTI>150,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>2;OTI>200,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>2;OTI>236,reset,,10,1.0,10,0.0,0.0,13,0.044425,70,0,292.625
P3_last,F3_combined,rate>3;OTI>45,reset,,10,1.0,10,15.4,3.0,72,0.246049,406,0,292.625
P3_last,F3_combined,rate>3;OTI>48,reset,,10,1.0,10,9.5,0.0,47,0.160615,197,0,292.625
P3_last,F3_combined,rate>3;OTI>50,reset,,10,1.0,10,6.4,0.0,22,0.075182,102,0,292.625
P3_last,F3_combined,rate>3;OTI>52,reset,,10,1.0,10,1.2,0.0,9,0.030756,70,0,292.625
P3_last,F3_combined,rate>3;OTI>54,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>3;OTI>60,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>3;OTI>70,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>3;OTI>80,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>3;OTI>90,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>3;OTI>100,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>3;OTI>150,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>3;OTI>200,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>3;OTI>236,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P3_last,F3_combined,rate>5;OTI>45,reset,,10,1.0,10,15.4,3.0,69,0.235797,403,0,292.625
P3_last,F3_combined,rate>5;OTI>48,reset,,10,1.0,10,9.5,0.0,44,0.150363,194,0,292.625
P3_last,F3_combined,rate>5;OTI>50,reset,,10,1.0,10,6.4,0.0,19,0.06493,98,0,292.625
P3_last,F3_combined,rate>5;OTI>52,reset,,10,1.0,10,1.2,0.0,6,0.020504,66,0,292.625
P3_last,F3_combined,rate>5;OTI>54,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>5;OTI>60,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>5;OTI>70,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>5;OTI>80,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>5;OTI>90,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>5;OTI>100,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>5;OTI>150,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>5;OTI>200,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>5;OTI>236,reset,,10,1.0,10,0.0,0.0,3,0.010252,59,0,292.625
P3_last,F3_combined,rate>10;OTI>45,reset,,10,1.0,10,15.4,3.0,68,0.232379,401,0,292.625
P3_last,F3_combined,rate>10;OTI>48,reset,,10,1.0,10,9.5,0.0,43,0.146946,192,0,292.625
P3_last,F3_combined,rate>10;OTI>50,reset,,10,1.0,10,6.4,0.0,18,0.061512,96,0,292.625
P3_last,F3_combined,rate>10;OTI>52,reset,,10,1.0,10,1.2,0.0,5,0.017087,64,0,292.625
P3_last,F3_combined,rate>10;OTI>54,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>10;OTI>60,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>10;OTI>70,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>10;OTI>80,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>10;OTI>90,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>10;OTI>100,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>10;OTI>150,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>10;OTI>200,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>10;OTI>236,reset,,10,1.0,10,0.0,0.0,2,0.006835,57,0,292.625
P3_last,F3_combined,rate>15;OTI>45,reset,,10,1.0,10,15.4,3.0,68,0.232379,397,0,292.625
P3_last,F3_combined,rate>15;OTI>48,reset,,10,1.0,10,9.5,0.0,43,0.146946,187,0,292.625
P3_last,F3_combined,rate>15;OTI>50,reset,,10,1.0,10,6.4,0.0,18,0.061512,90,0,292.625
P3_last,F3_combined,rate>15;OTI>52,reset,,10,1.0,10,1.2,0.0,5,0.017087,58,0,292.625
P3_last,F3_combined,rate>15;OTI>54,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>15;OTI>60,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>15;OTI>70,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>15;OTI>80,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>15;OTI>90,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>15;OTI>100,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>15;OTI>150,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>15;OTI>200,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>15;OTI>236,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>45,reset,,10,1.0,10,15.4,3.0,68,0.232379,397,0,292.625
P3_last,F3_combined,rate>20;OTI>48,reset,,10,1.0,10,9.5,0.0,43,0.146946,187,0,292.625
P3_last,F3_combined,rate>20;OTI>50,reset,,10,1.0,10,6.4,0.0,18,0.061512,90,0,292.625
P3_last,F3_combined,rate>20;OTI>52,reset,,10,1.0,10,1.2,0.0,5,0.017087,58,0,292.625
P3_last,F3_combined,rate>20;OTI>54,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>60,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>70,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>80,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>90,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>100,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>150,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>200,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F3_combined,rate>20;OTI>236,reset,,10,1.0,10,0.0,0.0,2,0.006835,51,0,292.625
P3_last,F1_rate,rate>0.5,continue,,10,1.0,10,0.3,0.0,96,0.328065,136,0,292.625
P3_last,F1_rate,rate>1,continue,,10,1.0,10,0.0,0.0,27,0.092268,51,0,292.625
P3_last,F1_rate,rate>2,continue,,10,1.0,10,0.0,0.0,13,0.044425,34,0,292.625
P3_last,F1_rate,rate>3,continue,,10,1.0,10,0.0,0.0,6,0.020504,27,0,292.625
P3_last,F1_rate,rate>5,continue,,10,1.0,10,0.0,0.0,3,0.010252,22,0,292.625
P3_last,F1_rate,rate>10,continue,,10,1.0,10,0.0,0.0,2,0.006835,20,0,292.625
P3_last,F1_rate,rate>15,continue,,8,0.8,8,0.0,0.0,2,0.006835,12,0,292.625
P3_last,F1_rate,rate>20,continue,,8,0.8,8,0.0,0.0,2,0.006835,12,0,292.625
P3_last,F2_range,OTI>45,continue,,10,1.0,10,15.4,3.0,66,0.225545,394,0,292.625
P3_last,F2_range,OTI>48,continue,,10,1.0,10,9.5,0.0,41,0.140111,184,0,292.625
P3_last,F2_range,OTI>50,continue,,10,1.0,10,6.4,0.0,16,0.054677,87,0,292.625
P3_last,F2_range,OTI>52,continue,,10,1.0,10,1.2,0.0,3,0.010252,55,0,292.625
P3_last,F2_range,OTI>54,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>60,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>70,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>80,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P3_last,F2_range,OTI>90,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
